Title,Employer Name,Experience,Salary,Location,Posted Value,Posted Unit,Skills list
BAMS(MD) Doctor,Ayuscholar Education Pvt Ltd,2 to 6 Yrs,,Noida,1,day,"['Communication skillsAyurvedic consultation', 'Panchakarma therapies', 'Prakriti analysis', 'Disease analysis', 'Diet prescription', 'Lifestyle prescription', 'Supervising Panchakarma procedures', 'Counseling skills']"
Senior Sales Manager,UNISON INTERNATIONAL CONSULTING (The Recruitment Company),5 to 9 Yrs,,Delhi,1,day,"['Communication Skills Negotiation Skills', 'Sales Experience', 'Wooden Flooring', 'Premium Building Materials', 'Luxury Retail Sales']"
Fashion Designer Intern,Shamoor Private Limited,0 to 4 Yrs,,Haryana,1,day,"['Fashion Design Sketching', 'Illustration', 'Adobe Illustrator', 'Photoshop', 'CorelDRAW', 'Garment Construction', 'Fabric Knowledge', 'Fashion Trends']"
Couple Counsellor - (Female),Dr. Aravind's IVF Fertility & Pregnancy Centre,0 to 3 Yrs,,All India,1,day,"['Interpersonal skills Organization skills', 'Strong communication']"
Stock Picker,Sensys Technologies Pvt. Ltd,0 to 4 Yrs,,All India,1,day,"['Inventory Management Order Picking', 'Packaging', 'Warehouse Management', 'Labeling', 'Inventory Reporting', 'Safety Protocols']"
Engineering Lead,Uplers,4 to 8 Yrs,,Chennai,1,day,"['Team Leading NoSQL', 'Kafka', 'Docker', 'Awsazure', 'GraphQL', 'IOT ProtocolsMQTT', 'JavaNodeJS', 'react', 'Good Team Player']"
Instrumentation Engineer (Procurement),MACKENZIE ENGINEERING LIMITED,1 to 5 Yrs,,Maharashtra,1,day,"['motors  valves', 'actuators', 'field instruments', 'Excel', 'Adobe Acrobat', 'Email', 'Excellent proficiency in English', 'Knowledge on pump', 'HVAC systems', 'Relevant design codes such as APIASMEBISHAZOPHazardous area classificationzone classification', 'MSWord', 'Internet basics', 'Experience working with clients in the USA']"
Technical Writer,OnTarget Communications,3 to 7 Yrs,,Maharashtra,1,day,"['Git DITA', 'Markdown', 'Oxygen XML', 'API writing']"
Chartered Accountant - Life Insurance,SERVING SKILL,0 to 3 Yrs,,All India,1,day,"['Audit Assignments Process Assurance audit', 'Control Enhancement', 'Developing new reports', 'Handling external auditors']"
Founding Engineer (Frontend),KraftX AI,0 to 3 Yrs,,Karnataka,1,day,"['OwnershipProblem Solver', 'LowLevel Design Skills', 'Tech Stack', 'Rapid Learner', 'Pragmatic']"
Ayurveda Doctor Intern,Pravaayu Healthcare Pvt Ltd,0 to 4 Yrs,,All India,1,day,"['BAMS Ayurveda', 'Patient Care', 'Diagnosis', 'Treatment Planning', 'Health Conditions', 'Case Histories', 'Holistic Health Practices', 'Medical Documentation', 'Patient Coordination']"
SAP and Dispatch Manager,Neelkkanth Food & Beverages,3 to 7 Yrs,,Aligarh,1,day,"['Supervisory Skills Operations Management', 'Communication skills', 'Customer Service skills', 'SAP Software Implementation', 'Dispatching', 'Organizational skills', 'Problemsolving abilities']"
Diploma/BE-Electrical/safety,india point llp Chennai,0 to 3 Yrs,,Chennai,1,day,"['Electrical Engineering Maintenance', 'Fire', 'Safety', 'MEP Projects', 'Safety Officer']"
Body Shop Manager,HSJB Global,5 to 9 Yrs,,Kochi,1,day,['Bodyshop Manager Automobile Industry']
"Corporate Sales Manager For FMCG Company in Sector-48, Gurgaon",Capital Placement Services,5 to 10 Yrs,,Haryana,1,day,"['Inside Sales Corporate Sales', 'Excellent Communication Skills', 'Corporate Sales Manager']"
Content Specialist Lead - Data Science and Coding,Kidvento Education and Research,1 to 5 Yrs,,Mysore,1,day,"['Data Science Coding', 'Excel', 'Team Management', 'Curriculum Development', 'Microsoft Office', 'Technical Content Development', 'Python Programming', 'Instructional Content Development', 'ELearning Industry Knowledge', 'Google Workspace', 'Articulate']"
Inside Sales / Customer Service,Capital Placement Services,0 to 3 Yrs,,Haryana,1,day,"['Client retentionHard Core Sales', 'Call to Clients', 'Customer Services', 'Customer Care Executive', 'Customer Support Executive', 'Telecaller', 'Telemarketer', 'Telemarketing Executive']"
Graphics Designer Manager,ONE XL INFO LLP,5 to 9 Yrs,,Maharashtra,1,day,"['Graphic Design Team Leadership', 'Project Management', 'Creative Strategy', 'Collaboration', 'Quality Control']"
Project/Product Manager (Regtech Products - Banking Domain Exp),Desirous Global Consulting,5 to 10 Yrs,,Chennai,1,day,"['C CSPO', 'PMP', 'NET Framework', 'NET Core', 'Microservices architecture', 'RESTful services', 'SaaS platforms', 'regulatory reporting technologies', 'cloud migration', 'SAFe POPM', 'DevOps methodologies', 'CICD pipelines', 'AgileScrum frameworks']"
UI/UX Designer Internship,Andro Buddy Technologies Pvt.Ltd.,0 to 4 Yrs,,Pune,1,day,"['Adobe Photoshop Illustrator', 'usability', 'Typography', 'color theory', 'Figma', 'Adobe XD', 'UIUX principles', 'usercentered design', 'layout principles', 'visual hierarchy']"
TV Planner / Jewellery Merchandiser / Lifestyle Merchandiser,Vaibhav Global,1 to 5 Yrs,,Jaipur,1,day,"['Planning Buying', 'Scheduling', 'Retail', 'Communication', 'Interpersonal skills', 'Salesdriven', 'TV shopping', 'Ecommerce', 'Organizational skills', 'Attention to detail', 'Commercial mindset', 'Interpretation of data', 'Influencing', 'Excel proficiency']"
Registered Nurse,San Diego Supercomputer Center,0 to 3 Yrs,,Kozhikode,1,day,"['Interpersonal skills Communication skills', 'CPAN', 'CAPA', 'Autonomous nursing care', 'Assessing patient care populations', 'Empathy', 'Kindness', 'Preop RN experience', 'ACLS certification', 'ART certification', 'BSN']"
Data Annotator (Artificial Intelligence),ANOLYTICS,0 to 4 Yrs,,Noida,1,day,"['Artificial IntelligenceData Annotator', 'Annotation work']"
Decorator,PartyOneIndia,1 to 5 Yrs,,Karnataka,1,day,"['Creative work Communication skills', 'Event decoration', 'Aesthetic sense', 'Attention to detail']"
Pest Control Technician,AL RAZ International Business Links,0 to 4 Yrs,,Kerala,1,day,['Pest control']
Business Development Executive - (inside Channel sales),Helpmate solution,1 to 5 Yrs,,Haryana,1,day,"['Sales Persuasion', 'Negotiation', 'Customer service', 'MS Office', 'Telecalling', 'Telesales', 'Channel sales', 'CCTV', 'English communication skills', 'Relationshipbuilding', 'Computer knowledge', 'Electronics products', 'Computers']"
Workday Adaptive Planning Architect,Kognitiv,2 to 6 Yrs,,Hyderabad,1,day,"['Reporting Modeling', 'Security', 'Microsoft Excel', 'Workday Adaptive Planning', 'OfficeConnect']"
Network Specialist,Pepup HR,1 to 6 Yrs,,All India,1,day,"['PR Community Management', 'Media Relations', 'Social Media Networking', 'Influencer Management', 'Brand Collaborations']"
M. Pharma Fresher's - PharmaSales,Spirant Communication Pvt Ltd,0 to 4 Yrs,,Maharashtra,1,day,"['Pharma salesGood communication skill', 'MPharm']"
Sr Analyst IT Security,Carelon Global Solutions India,4 to 8 Yrs,,Karnataka,1,day,"['NIST Power BI', 'Operating Systems', 'CISSP', 'CEH', 'GIAC', 'MS Office', 'MITRE ATTCK', 'Network Protocols']"
Diamond Buyer,Vaibhav Global,5 to 9 Yrs,,Jaipur,1,day,"['Market Analysis Vendor Management', 'Negotiation', 'Ethical Sourcing', 'Diamond Procurement', 'Compliance Standards']"
Data Visualization Specialist,PURVIEW,3 to 10 Yrs,,Pune,1,day,"['Data Visualization QLikSense', 'Tableau', 'PowerBI']"
Customer Retention Specialist,Vaibhav Global,1 to 5 Yrs,,Jaipur,1,day,"['CRM strategy MS Excel', 'SQL', 'R', 'Written communication', 'Verbal communication', 'Sales Force Marketing Cloud', 'Klaviyo', 'Analytical thinking', 'Statistical models']"
Bar Waiter and Helper,Mercury Bar & Lounge,0 to 4 Yrs,,All India,1,day,"['Customer Service Order Taking', 'Liquor Brands Knowledge', 'Bar Management', 'Food Service']"
Front-End Developer,vertex tech solutions,2 to 6 Yrs,,Surat,1,day,"['JavaScript HTML', 'CSS', 'Git', 'APIs', 'Reactjs', 'Nextjs', 'Electronjs', 'Redux', 'Context API', 'Thirdparty libraries', 'Responsive design principles', 'UIUX practices']"
Sales Supervisor,Mamtalok Sons Buildmart Pvt. Ltd.,2 to 6 Yrs,,Uttar Pradesh,1,day,"['Sales Marketing', 'Tiles', 'Communication skills', 'Sanitary fittings']"
Manager Tendering & Bidding O&M Contracts Metal,Profile HR Consultants Pvt Ltd,5 to 9 Yrs,,Haryana,1,day,"['Operations Maintenance', 'Business Development', 'Tendering', 'Proposal Management', 'Cost Estimation', 'Pricing', 'Bidding', 'Metal Industry', 'Cement Industry', 'Power Industry']"
Senior Data Analyst,EY,2 to 6 Yrs,,Kolkata,1,day,"['Project management Communication skills', 'Leadership skills', 'Accounting standards', 'Risk management', 'Interpersonal skills', 'Presentation skills', 'Teamwork', 'Business acumen', 'Technical knowledge', 'Logical reasoning', 'Positive work culture', 'MS Office proficiency']"
Associate require for International Inbound /US shift,Adeeba e Services Pvt. Ltd.,0 to 3 Yrs,,Kolkata,1,day,"['Computer Broadband', 'Router', 'Mac', 'Iphone', 'Ipad', 'Inbound Technical Support', 'Outbound Technical Support', 'Good communication skills', 'Troubleshooting technical issues', 'Printer', 'Email issues', 'Handling customer issues', 'Providing accurate resolution', 'Sales skills']"
Telugu voice process in Whitefield (Bangalore),IFB automotive pvt ltd,0 to 4 Yrs,,Karnataka,1,day,"['Sales Inbound', 'English', 'Telugu', 'Kannada', 'Hindi', 'Malayalam', 'Tamil']"
HRBP - ECOMMERCE industry,TEFT,2 to 6 Yrs,,Delhi,1,day,"['Conflict resolution Onboarding', 'Tax management', 'Organization skills', 'Communication skills', 'Microsoft Office', 'Employee trends analysis', 'Legal knowledge', 'Ethics standards setting', 'Immigration management', 'Benefits packages management']"
Junior Research Fellow in CSIR Funded Project,Maharishi Markandeshwar (Deemed to be University) Official,0 to 4 Yrs,,Ambala,1,day,"['Research  development', 'Knowledge of basic laboratory techniques', 'Synthesis of nanomaterials', 'Fabrication of coatings', 'Characterization', 'analysis']"
Inside Sales Specialist (ISS),Codeyoung,0 to 4 Yrs,,Karnataka,1,day,"['Excellent communication  presentation skills Learning mindset  enthusiasm', 'Strong listening', 'customer service skills']"
Vacancy in Pvt Office for Freshers at Kolkata,Weblee Technologies,0 to 4 Yrs,,Kolkata,1,day,"['Staffing Web development', 'HR office work', 'Telecom projects', 'Branch In charge', 'Project manager', 'HR manager', 'Administrative assistant', 'Receptionist', 'Business Development Manager', 'Sales Manager', 'Sales Executive', 'HR Coordinator', 'Project engineer', 'Process engineer', 'Front Desk Representative', 'Operations manager', 'Office Coordinator']"
"Assistant Manager - Accounting and Taxation, Audit",Mastech Digital,4 to 8 Yrs,,Chennai,1,day,"['TDS GST', 'Income Tax', 'Transfer Pricing', 'Statutory Audit', 'Tax Audit', 'International Taxation', 'US GAAP', 'Efiling', 'Reconciliation', 'Data Preparation', 'Financial Reports', 'ERP Systems', 'IND AS', 'Indian Tax Laws', 'MS Office Excel', 'Assessment Proceedings', 'Scrutiny Matters', 'DTAAs']"
Senior Meta Media Buyer,BeyondAds,2 to 6 Yrs,,Hyderabad,1,day,"['Media Buying Digital Marketing', 'Analytical Skills', 'Communication Skills', 'Campaign Performance Analysis', 'Budget Management', 'ROI Analysis', 'Landing Page Optimization', 'Facebook Ads', 'Ecommerce', 'Industry Trends Analysis', 'Ad Copy Testing', 'Targeting']"
Product Developer - Front End Developer,"Netreo, A BMC Company",5 to 9 Yrs,,Pune,1,day,"['JavaScript HTML', 'CSS', 'Angular', 'TypeScript']"
Mid Level - Graphic Designer,Young Designers India,2 to 6 Yrs,,All India,1,day,"['Graphic Design Animation', 'Digital Marketing', 'Adobe Suite', 'Framer', 'Social Media  Branding  Design', 'Food  Cultural Research', 'Figma']"
Call Center Executive-Inbound/Outbound Process,Dr POSITIVE HEALTH SCIENCES PVT LTD,1 to 5 Yrs,,All India,1,day,"['Customer service Appointment scheduling', 'Inbound calls', 'Outbound calls', 'Healthcare industry knowledge']"
Fitness Coach,BACK2BASICS,2 to 6 Yrs,,Karnataka,1,day,"['Motivating Fitness coaching', 'Strength  Conditioning', 'Group workout classes']"
International Sales Agent (Fresher),OnlineInfatuation,0 to 4 Yrs,,Haryana,1,day,['Fluent English']
Business Operation Intern,Tangle Design,0 to 4 Yrs,,All India,1,day,"['Coordination skills Development', 'Project management', 'Client relations', 'Strong communication', 'Problemsolving skills', 'Technical knowledge', 'UIUX Design']"
Purchasing Administrator,Onecom,2 to 6 Yrs,,Haryana,1,day,"['Team Building Communication Skills', 'Commercial Administration', 'Purchasing Team', 'Familiarity with Sage', 'Strong Excel Skills', 'Strong Word Skills', 'Strong CRM Systems Skills', 'Logical Thinking', 'Organisational Skills']"
Marketing Executive - Pixel Eye Hospital,Pixel Eye Hospital,1 to 5 Yrs,,Hyderabad,1,day,['Lead generation Marketing']
HR & Admin Executive,EnactOn Technologies,3 to 8 Yrs,,Surat,1,day,"['Technical Hiring Talent Acquisition', 'Employee Relations', 'Program Implementation', 'Engagement', 'MS Office', 'Communication Skills', 'Interpersonal Skills', 'Data Analysis', 'Presentation Skills', 'Critical Thinking', 'Emotional Intelligence', 'Leadership Skills', 'Technical Recruitment', 'Campus Hiring', 'Root Cause Analysis', 'HR Software', 'Human Resources Policies', 'Descriptions', 'Training', 'Performance Management', 'Employee Grievances Resolution', 'Induction', 'Orientation Programs', 'HR Metrics Analysis', 'Time to Hire Analysis', 'Employee Turnover Rates Analysis', 'Talent Reviews', 'Learning  Development', 'Confidence', 'Proactiveness', 'Verbal', 'Written Communication', 'Understanding of Roles', 'Designations', 'HR Systems', 'ProblemSolving Abilities', 'Conflict Resolution Skills', 'Organizational Skills', 'Logical Thinking', 'Employee Engagement Strategies', 'IT Firm Experience', 'Extroversion', 'Quality Standards Maintenance', 'Quality Control Processes']"
Production Supervisor,Concretia Rock Products Pvt. Ltd.,2 to 6 Yrs,,Tamil Nadu,1,day,"['MS Office Communication Skills', 'Production Knowledge']"
Sales & Application Engineer - Lubrication and Painting Equipment,Simplinity Solutions Pvt Ltd,2 to 6 Yrs,,Maharashtra,1,day,"['Sales Application Engineering', 'Lubrication Systems', 'Technical Consultation', 'Customer Relationship Management', 'Communication Skills', 'Negotiation Skills', 'Painting Equipment', 'Industrial Equipment Sales', 'Product Demonstrations', 'Industrial Processes', 'ProblemSolving']"
Sales Manager,Homzinterio,3 to 7 Yrs,,Karnataka,1,day,"['Sales Marketing', 'Customer Relationship Management', 'Communication', 'Negotiation', 'Microsoft Office', 'Sales Techniques', 'CRM software']"
Data Entry Operator,VIHU,0 to 4 Yrs,,Ludhiana,1,day,"['MS Office Typing', 'Data Entry', 'Communication Skills', 'Attention to Detail', 'Organizational Skills']"
Accountant cum MIS Executive,Bose Consulting,2 to 6 Yrs,,Kolkata,1,day,"['advance excel vlookup', 'pivot table', 'h lookup', 'making invoices', 'bill challan']"
MCA/ MSC - IT/ BE Freshers Required,Gill Adarsh School,0 to 4 Yrs,,Chennai,1,day,"['MCAE Learning Facilitator', 'MSc Computer Science', 'BEBTech']"
Medical Coding Freshers,Cigma Medical Coding Academy,2 to 6 Yrs,,Kochi,1,day,"['CPC medical coding', 'billing systems', 'Medicare', 'Medicaid', 'litigation management', 'auditing concepts', 'HIPAA policy', 'fraud', 'abuse', 'VA benefits determination']"
Condition Monitoring Engineers,ROKADE Group of Companies,2 to 6 Yrs,,Navi Mumbai,1,day,"['Vibration Analysis Thermography', 'Insitu Balancing', 'Laser Shaft Alignment', 'Motor Current Signature Analysis', 'In House Dynamic Balancing']"
Executive Assistant to Vice President,Gesco Healthcare Pvt Ltd,3 to 7 Yrs,,All India,1,day,"['MS Office Time Management', 'Project Management', 'Problem Solving', 'Adaptability', 'Management Skills', 'Vlook up', 'Pivot functions', 'Computer Knowledge', 'Good Communication Skills', 'Organizational Skills']"
Support Worker,DAIRY DON FOODS,0 to 4 Yrs,,All India,1,day,"['product qualityfood safety standards', 'sanitation practices', 'operating machinery', 'attention to detail']"
Head Chef/ Executive Chef (Multi Cuisine),JOJO INTERNATIONAL PVT LTD,5 to 9 Yrs,,Maharashtra,1,day,"['Menu Planning Cost Control', 'Leadership', 'Management', 'Creativity', 'Communication', 'Interpersonal Skills', 'Multi Cuisine', 'Modern British Cuisine', 'Contemporary Indian Cuisine', 'Food Safety Regulations']"
Female Sales Coordinator,Helpmate solution,1 to 5 Yrs,,Ghaziabad,1,day,"['Microsoft ExcelIndiaMART seller panel', 'Verbal', 'written communication', 'Multitasking', 'Organized', 'Detailoriented', 'Proactive']"
HR Talent Acquisition,Madcherry Hospitality,0 to 3 Yrs,,All India,1,day,"['Recruitment Talent Acquisition', 'Hospitality Industry', 'Human Resources', 'Employer Branding', 'Onboarding', 'Compliance', 'Data Analysis', 'Relationship Management', 'Communication Skills', 'Time Management', 'Lead Generation', 'Social Media Management', 'Proofreading', 'Spelling', 'Grammar', 'Punctuation', 'Verbal Communication', 'Written Communication', 'Teamwork', 'Project Management', 'IT Skills', 'Marketing Skills', 'Listening Skills', 'Math']"
Sales Executive (Freelance),ARYABHANGY BUILDERS PVT LTD,0 to 4 Yrs,,Kochi,1,day,"['SalesReal Estate', 'Sales Skills']"
Female Centre Admin (Hospital),Dr. Aravind's IVF Fertility & Pregnancy Centre,3 to 7 Yrs,,All India,1,day,"['Coordination Budgeting', 'Financial planning', 'Regulatory requirements', 'Marketing strategies', 'Community outreach programs', 'Quality improvement initiatives', 'Patient retention programs', 'Knowledge of hospitalclinic operations']"
